video,laughter_start,laughter_end,mean_pitch,sd_pitch,mean_intensity,sd_intensity,laughter_value,start_segment_s,end_segment_s,start_segment_frame,end_segment_frame
DanSoder,68,76,0.202331041856,0.14466315512,0.818651655836,0.142568631021,0.165638642442,63.0,68.0,1891,2040
DanSoder,94,95,0.202347579591,0.144430571839,0.818553307854,0.144064780895,0.16563228061,76.0,94.0,2281,2820
DanSoder,99,101,0.205774075493,0.145812951969,0.819132521165,0.144818173826,0.168556237249,95.0,99.0,2851,2970
DanSoder,104,106,0.208009081287,0.148054886472,0.817059604892,0.146093147359,0.16995581777,101.0,104.0,3031,3120
DanSoder,111,113,0.208167704779,0.149929285038,0.816100029526,0.147138430915,0.169885670016,106.0,111.0,3181,3330
DanSoder,122,123,0.206809195858,0.152505083449,0.813023673905,0.15035674757,0.168140772213,113.0,122.0,3391,3660
DanSoder,128,132,0.210446544956,0.155567327751,0.813314500464,0.150412832827,0.171159226586,123.0,128.0,3691,3840
DanSoder,138,140,0.215506965191,0.158204026205,0.816546402208,0.150027659152,0.175971437078,132.0,138.0,3961,4140
DanSoder,144,145,0.216134902768,0.159520817784,0.815916700457,0.151437779883,0.17634807672,140.0,144.0,4201,4320
DanSoder,146,148,0.216913950295,0.160008928529,0.815575151818,0.152272456903,0.176909627943,145.0,146.0,4351,4380
DanSoder,154,161,0.219743901667,0.162553906881,0.814866274372,0.154021260798,0.179061894467,148.0,154.0,4441,4620
DanSoder,167,158,0.223909967337,0.165833226051,0.808342663061,0.158657303967,0.180995979283,161.0,167.0,4831,5010
DanSoder,179,180,0.235058115924,0.171657783385,0.814711319036,0.157146317324,0.191504507674,158.0,179.0,4741,5370
DanSoder,181,182,0.237202699063,0.171766447307,0.815211055776,0.157951784081,0.193370262736,180.0,181.0,5401,5430
DanSoder,192,195,0.247900265227,0.175785475348,0.825593731766,0.152067956682,0.204664905075,182.0,192.0,5461,5760
DanSoder,209,218,0.255823955555,0.173975798449,0.851186128087,0.134900239145,0.217753802201,195.0,209.0,5851,6270
DanSoder,219,222,0.245356055683,0.177133913635,0.833450579499,0.143794043211,0.204492146793,218.0,219.0,6541,6570
DanSoder,236,237,0.306195639552,0.199663051132,0.860876978173,0.126239864277,0.263596776907,222.0,236.0,6661,7080
DanSoder,243,246,0.326329228266,0.214072249946,0.904177987875,0.0972254841319,0.295059704998,237.0,243.0,7111,7290
EmilyGalati,9,10,0.397076685423,0.15497180504,0.735970698375,0.143895888965,0.292236805479,0,9.0,1,270
EmilyGalati,14,17,0.399792552253,0.154995010259,0.737092599664,0.144463108696,0.294684131667,10.0,14.0,301,420
EmilyGalati,25,27,0.402529667719,0.156639934385,0.737831056185,0.145006592272,0.296998889879,17.0,25.0,511,750
EmilyGalati,31,32,0.403173351583,0.157100471864,0.737728097138,0.144899054551,0.29743230948,27.0,31.0,811,930
EmilyGalati,48,54,0.396532971826,0.15590539264,0.739280852438,0.141931498585,0.293149233431,32.0,48.0,961,1440
EmilyGalati,60,61,0.394904469719,0.156360479008,0.73676177404,0.142498820443,0.290950517686,54.0,60.0,1621,1800
EmilyGalati,69,71,0.387065728993,0.152378588367,0.733700996831,0.142905441814,0.283990511201,61.0,69.0,1831,2070
EmilyGalati,89,90,0.392222159497,0.154725166655,0.740607363745,0.136571778107,0.290482619548,71.0,89.0,2131,2670
EmilyGalati,94,97,0.392846106551,0.154978261455,0.742373906675,0.136897388374,0.291638698842,90.0,94.0,2701,2820
EmilyGalati,104,105,0.389352377883,0.154834178072,0.741738378869,0.138091262114,0.28879760158,97.0,104.0,2911,3120
EmilyGalati,109,111,0.388039802502,0.15574884359,0.741052908032,0.138029875065,0.287558024076,105.0,109.0,3151,3270
EmilyGalati,116,117,0.390517179097,0.156618075603,0.740984168281,0.13968187191,0.289367047152,111.0,116.0,3331,3480
EmilyGalati,126,127,0.396875488943,0.156947308114,0.741887291615,0.141509986723,0.2944368816,117.0,126.0,3511,3780
EmilyGalati,130,131,0.395017825298,0.158373154762,0.740647282137,0.142175512133,0.292568878702,127.0,130.0,3811,3900
EmilyGalati,136,142,0.398444962722,0.158097257917,0.740076915143,0.143184567553,0.294879918866,131.0,136.0,3931,4080
EmilyGalati,146,147,0.402679543249,0.158511449227,0.737555103314,0.145459680089,0.296998352124,142.0,146.0,4261,4380
EmilyGalati,151,154,0.408486133288,0.156878712575,0.739151256068,0.146625951948,0.301933038506,147.0,151.0,4411,4530
EmilyGalati,157,158,0.410690250145,0.15639014212,0.739565036464,0.148275297091,0.303732149824,154.0,157.0,4621,4710
EmilyGalati,171,179,0.417712585718,0.161132342914,0.74274492644,0.151265514745,0.310253903752,158.0,171.0,4741,5130
EmilyGalati,192,193,0.433342102272,0.159865792918,0.749659680408,0.145944545364,0.324859101897,179.0,192.0,5371,5760
EmilyGalati,195,196,0.436787506385,0.159441635017,0.75143836548,0.146986123458,0.32821888986,193.0,195.0,5791,5850
EmilyGalati,198,200,0.438105373125,0.15933374041,0.75368959114,0.148123356824,0.330195459547,196.0,198.0,5881,5940
EmilyGalati,203,205,0.437633471499,0.15805855274,0.758059927912,0.147917443793,0.331752397856,200.0,203.0,6001,6090
EmilyGalati,210,211,0.440025238031,0.157378774492,0.763618835,0.144478915985,0.336011559636,205.0,210.0,6151,6300
EmilyGalati,220,221,0.433416648227,0.161239685271,0.763161628926,0.143576513621,0.330766955264,211.0,220.0,6331,6600
EmilyGalati,225,226,0.426985196034,0.16146513313,0.763232091347,0.144626497963,0.325888804143,221.0,225.0,6631,6750
EmilyGalati,229,230,0.410407441662,0.147473080476,0.760363094392,0.145779235418,0.312058672304,226.0,229.0,6781,6870
EmilyGalati,236,237,0.392825522197,0.132564639503,0.763003771689,0.143509297657,0.299727355052,230.0,236.0,6901,7080
EmilyGalati,246,248,0.402821593008,0.135452348535,0.776428382197,0.139420053906,0.312762117773,237.0,246.0,7111,7380
EmilyGalati,263,264,0.387040871799,0.126755888047,0.782314717853,0.14023865776,0.302787770419,248.0,263.0,7441,7890
EmilyGalati,274,275,0.387433492414,0.137591998098,0.804032406026,0.118359299683,0.31150908308,264.0,274.0,7921,8220
EmilyGalati,279,281,0.414966012933,0.144203737864,0.81830026422,0.119001307643,0.339566798026,275.0,279.0,8251,8370
EmilyGalati,292,296,0.391910477132,0.231218628543,0.911743188885,0.0511628882877,0.357321708178,281.0,292.0,8431,8760
EmilyHeller1,16,17,0.29642814745,0.135634451499,0.662422035724,0.180196073059,0.19636053688,0,16.0,1,480
EmilyHeller1,30,31,0.299545322631,0.137904858087,0.667190854581,0.178522172555,0.199853899792,17.0,30.0,511,900
EmilyHeller1,35,36,0.296297028593,0.133501562949,0.666786231551,0.178497668386,0.197566779115,31.0,35.0,931,1050
EmilyHeller1,39,40,0.296868249268,0.133732519074,0.667498328373,0.178953813928,0.198159060134,36.0,39.0,1081,1170
EmilyHeller1,50,51,0.300603448763,0.134553733872,0.671415392247,0.17897136221,0.201829782462,40.0,50.0,1201,1500
EmilyHeller1,57,58,0.298942603344,0.133198884396,0.672068678645,0.1801587777,0.20090996042,51.0,57.0,1531,1710
EmilyHeller1,66,67,0.299777431397,0.134218668065,0.671337660593,0.18042020183,0.201251879492,58.0,66.0,1741,1980
EmilyHeller1,75,76,0.303863410743,0.13553294258,0.670243750401,0.182194939587,0.203662552026,67.0,75.0,2011,2250
EmilyHeller1,89,90,0.304953913615,0.135531713579,0.677017631447,0.175824407734,0.206459176296,76.0,89.0,2281,2670
EmilyHeller1,93,94,0.304356684767,0.135715499642,0.678584700797,0.175899978769,0.206531789868,90.0,93.0,2701,2790
EmilyHeller1,108,109,0.305292014946,0.135661417359,0.68421685509,0.173325008133,0.208885942351,94.0,108.0,2821,3240
EmilyHeller1,112,114,0.305808417021,0.13597121008,0.686558017252,0.172050166426,0.209955220449,109.0,112.0,3271,3360
EmilyHeller1,122,123,0.302934506569,0.13563364758,0.687998456248,0.169981294454,0.208418472864,114.0,122.0,3421,3660
EmilyHeller1,125,126,0.302381550945,0.136325814037,0.687673138072,0.170500608163,0.207939670033,123.0,125.0,3691,3750
EmilyHeller1,130,131,0.303876739548,0.137195497602,0.686655778086,0.171670903105,0.208658719036,126.0,130.0,3781,3900
EmilyHeller1,148,149,0.304998221874,0.137476836292,0.693412570925,0.170592406883,0.211489601157,131.0,148.0,3931,4440
EmilyHeller1,164,165,0.313971712532,0.139976132887,0.705164905787,0.170204972224,0.221401833087,149.0,164.0,4471,4920
EmilyHeller1,168,170,0.313787791305,0.14135842995,0.701229339971,0.170574302845,0.220037205787,165.0,168.0,4951,5040
EmilyHeller1,176,177,0.30757484533,0.14097844181,0.693981899651,0.172181403497,0.213451375447,170.0,176.0,5101,5280
EmilyHeller1,182,183,0.307181524617,0.141288714399,0.695781364352,0.173161579731,0.213731180302,177.0,182.0,5311,5460
EmilyHeller1,184,185,0.308465725862,0.141703078847,0.693169102712,0.173519830197,0.213818910413,183.0,184.0,5491,5520
ErinFoley,20,21,0.422503640641,0.144922182754,0.722134641335,0.186941474465,0.305104514997,0,20.0,1,600
ErinFoley,27,28,0.422986219547,0.145369650076,0.720743374481,0.186841226188,0.304864515235,21.0,27.0,631,810
ErinFoley,31,32,0.422927857131,0.146314198495,0.720246838674,0.187367183768,0.304612452085,28.0,31.0,841,930
ErinFoley,35,36,0.422665802322,0.146941956202,0.719458386381,0.188026108675,0.304090456117,32.0,35.0,961,1050
ErinFoley,40,41,0.423001623339,0.147356959671,0.719916220969,0.188454736596,0.304525730138,36.0,40.0,1081,1200
ErinFoley,54,56,0.427361437949,0.148327556976,0.723504590698,0.185879842325,0.309197962244,41.0,54.0,1231,1620
ErinFoley,66,67,0.42771296458,0.150679452957,0.72305204103,0.185949043656,0.309258732014,56.0,66.0,1681,1980
ErinFoley,71,72,0.427219683678,0.151944866768,0.721732177257,0.186773631194,0.308338192468,67.0,71.0,2011,2130
ErinFoley,75,76,0.427325197895,0.153213369788,0.720511538155,0.187377026616,0.307892735628,72.0,75.0,2161,2250
ErinFoley,82,83,0.42602760892,0.153883103439,0.717645824945,0.188563529205,0.305736934853,76.0,82.0,2281,2460
ErinFoley,88,89,0.425348394641,0.155159924497,0.717124926773,0.18901525316,0.30502793636,83.0,88.0,2491,2640
ErinFoley,98,102,0.422681776573,0.157039874399,0.715690773805,0.189705855092,0.302509447749,89.0,98.0,2671,2940
ErinFoley,124,127,0.43134886303,0.16150628697,0.718818082871,0.189924707735,0.310061362772,102.0,124.0,3061,3720
ErinFoley,136,138,0.436842764379,0.163424151585,0.722897151287,0.186474785291,0.31579238993,127.0,136.0,3811,4080
ErinFoley,144,152,0.437548051474,0.164345196157,0.726457034442,0.18564615889,0.317859859899,138.0,144.0,4141,4320
ErinFoley,164,169,0.442133503474,0.165897123747,0.725644889456,0.186325787593,0.320831917253,152.0,164.0,4561,4920
ErinFoley,184,187,0.44719232516,0.169211048669,0.726143263343,0.185948951731,0.324725694334,169.0,184.0,5071,5520
ErinFoley,199,200,0.454169236433,0.171749058784,0.733439147592,0.18502806626,0.333105497632,187.0,199.0,5611,5970
ErinFoley,204,205,0.458249815375,0.173410313209,0.731847108692,0.186844882114,0.335368802441,200.0,204.0,6001,6120
ErinFoley,212,213,0.461800736061,0.175443259413,0.733669710024,0.187514441384,0.338809212115,205.0,212.0,6151,6360
ErinFoley,227,232,0.475402878861,0.181351695858,0.76038141838,0.171576614807,0.36148751533,213.0,227.0,6391,6810
ErinFoley,243,246,0.472076314684,0.176696137931,0.771841583932,0.166987434806,0.364368130462,232.0,243.0,6961,7290
ErinFoley,254,256,0.475744663065,0.183382859244,0.78305771728,0.165035931422,0.372535529867,246.0,254.0,7381,7620
ErinFoley,260,268,0.46131918203,0.195867742506,0.779036096627,0.170665812958,0.359384294867,256.0,260.0,7681,7800
ErinFoley,279,281,0.541258263296,0.182733321058,0.843634948067,0.109296578377,0.456624386847,268.0,279.0,8041,8370
ErinFoley,286,287,0.469254268791,0.158080033588,0.852397341354,0.112530721149,0.399991091137,281.0,286.0,8431,8580
ErinFoley,289,292,0.28918151116,0.160898345082,0.915219603783,0.023036311595,0.264664588065,287.0,289.0,8611,8670
ForrestShaw,8,9,0.155436893928,0.108554926803,0.684849448048,0.190251759523,0.106450871013,0,8.0,1,240
ForrestShaw,14,15,0.156346863399,0.10859270126,0.688588330052,0.188105264537,0.107658625576,9.0,14.0,271,420
ForrestShaw,23,25,0.153685340983,0.107210286052,0.690866330754,0.186819407471,0.106176027616,15.0,23.0,451,690
ForrestShaw,27,29,0.152133574627,0.107203641664,0.68937171114,0.187532660705,0.104876582663,25.0,27.0,751,810
ForrestShaw,31,32,0.150515786096,0.106165558084,0.689177436286,0.18837735607,0.103732083582,29.0,31.0,871,930
ForrestShaw,44,45,0.148501877885,0.0993505344347,0.692473988911,0.187045671676,0.10283368774,32.0,44.0,961,1320
ForrestShaw,53,55,0.146683840575,0.0965955490803,0.691598528451,0.188431490605,0.101446328289,45.0,53.0,1351,1590
ForrestShaw,57,60,0.146661863956,0.0966372068922,0.690950125204,0.188964879671,0.101336033263,55.0,57.0,1651,1710
ForrestShaw,62,63,0.147451578894,0.0949155779355,0.692418037939,0.18999087007,0.102098132949,60.0,62.0,1801,1860
ForrestShaw,68,69,0.147953113358,0.0952390053267,0.698105261439,0.18692885672,0.103286846882,63.0,68.0,1891,2040
ForrestShaw,74,82,0.149418809842,0.0964772028759,0.697155918061,0.187728141417,0.104168207551,69.0,74.0,2071,2220
ForrestShaw,84,87,0.148681114149,0.0954883362294,0.69465039275,0.189178822236,0.103281394338,82.0,84.0,2461,2520
ForrestShaw,93,94,0.147571778002,0.0958133143381,0.694957676635,0.189750064682,0.102556139977,87.0,93.0,2611,2790
ForrestShaw,103,104,0.148660933556,0.0979302695706,0.698192245611,0.188398030863,0.103793911034,94.0,103.0,2821,3090
ForrestShaw,110,111,0.149791545084,0.0993725893378,0.701266864595,0.187200773567,0.105043847164,104.0,110.0,3121,3300
ForrestShaw,113,115,0.150432289172,0.100070475694,0.702787129001,0.185733562297,0.105721876617,111.0,113.0,3331,3390
ForrestShaw,117,119,0.150766073497,0.100943009698,0.700343607438,0.186585734905,0.105588055792,115.0,117.0,3451,3510
ForrestShaw,121,126,0.149734759536,0.101654175987,0.697687302457,0.187070343177,0.104468040465,119.0,121.0,3571,3630
ForrestShaw,134,135,0.146914350584,0.100955173923,0.69979319669,0.190366580371,0.102809663035,126.0,134.0,3781,4020
ForrestShaw,137,139,0.14706098108,0.101329610716,0.700399444704,0.191412229096,0.103001429486,135.0,137.0,4051,4110
ForrestShaw,150,163,0.151323092897,0.102565985979,0.711324872942,0.184743592236,0.107639879828,139.0,150.0,4171,4500
ForrestShaw,166,168,0.153652691255,0.104889484528,0.698180088654,0.189121466573,0.107277249602,163.0,166.0,4891,4980
ForrestShaw,170,173,0.153598557134,0.105604535229,0.694927832973,0.190641004227,0.106739912457,168.0,170.0,5041,5100
ForrestShaw,175,176,0.152502403694,0.105827210114,0.691160472149,0.192901619753,0.105403633341,173.0,175.0,5191,5250
ForrestShaw,178,179,0.151445195888,0.106403985626,0.692572903809,0.192984812,0.104886839084,176.0,178.0,5281,5340
ForrestShaw,187,188,0.155634080098,0.102254630671,0.710286223385,0.179465853299,0.110544742983,179.0,187.0,5371,5610
ForrestShaw,191,192,0.158215158831,0.101345481863,0.70958078755,0.181867866168,0.112266437005,188.0,191.0,5641,5730
ForrestShaw,194,196,0.160796884293,0.102904413419,0.707733059143,0.183868390532,0.113801270822,192.0,194.0,5761,5820
ForrestShaw,197,198,0.16206092855,0.104145580995,0.70417566024,0.185145676786,0.114119361361,196.0,197.0,5881,5910
ForrestShaw,199,200,0.159786385703,0.103194981142,0.703160037692,0.186312600477,0.112355400994,198.0,199.0,5941,5970
ForrestShaw,215,220,0.150797630812,0.102004722485,0.725296256398,0.167849533449,0.109372957101,200.0,215.0,6001,6450
ForrestShaw,221,222,0.145116387933,0.101488230873,0.717496918885,0.170414748514,0.104120561222,220.0,221.0,6601,6630
ForrestShaw,223,224,0.142505940451,0.1006681883,0.718766629601,0.17187853138,0.102428514516,222.0,223.0,6661,6690
ForrestShaw,229,230,0.132027557353,0.087710146236,0.719988503336,0.175843412396,0.095058323418,224.0,229.0,6721,6870
ForrestShaw,231,233,0.13196241089,0.0888130227059,0.718155156606,0.177727279121,0.0947694858585,230.0,231.0,6901,6930
ForrestShaw,238,247,0.135151309915,0.0921143128526,0.729739402061,0.172318880372,0.0986252360854,233.0,238.0,6991,7140
ForrestShaw,256,261,0.130396055821,0.0978988738175,0.72431624522,0.185838058411,0.0944479815434,247.0,256.0,7411,7680
ForrestShaw,264,265,0.124676509664,0.111625426331,0.691272215081,0.195002399095,0.0861854070039,261.0,264.0,7831,7920
ForrestShaw,271,272,0.152850246655,0.122278524313,0.736821078388,0.173643332212,0.112623283572,265.0,271.0,7951,8130
ForrestShaw,276,277,0.173347523624,0.107375290909,0.803947363582,0.0950168673846,0.139362284601,272.0,276.0,8161,8280
ForrestShaw,279,281,0.194541773249,0.124502720027,0.810415259635,0.100704639526,0.157659621677,277.0,279.0,8311,8370
ForrestShaw,282,288,0.217327464798,0.127407085662,0.817760435159,0.0917384052569,0.177721802186,281.0,282.0,8431,8460
GaryGulman1,5,7,0.215454870352,0.0973921912276,0.673964350561,0.188083541572,0.145208901772,0,5.0,1,150
GaryGulman1,24,26,0.218113224452,0.0991535533938,0.679315155639,0.18375248305,0.148167619016,7.0,24.0,211,720
GaryGulman1,37,39,0.219656605459,0.10081372855,0.68193789395,0.18121231403,0.149792162919,26.0,37.0,781,1110
GaryGulman1,48,49,0.220798784681,0.100479290279,0.683420495144,0.181554653593,0.150898414754,39.0,48.0,1171,1440
GaryGulman1,53,55,0.221357464825,0.100220681571,0.684000732293,0.181458922496,0.151408668039,49.0,53.0,1471,1590
GaryGulman1,56,58,0.22128525578,0.10039904097,0.684360646926,0.181318514855,0.151438920801,55.0,56.0,1651,1680
GaryGulman1,69,71,0.224365710838,0.102039310558,0.686316724779,0.181038709293,0.153985939815,58.0,69.0,1741,2070
GaryGulman1,73,74,0.224927875173,0.102281204257,0.686633183554,0.181145147869,0.154442943,71.0,73.0,2131,2190
GaryGulman1,78,79,0.226556341788,0.102807754402,0.688001646659,0.180814652582,0.155871136211,74.0,78.0,2221,2340
GaryGulman1,83,84,0.227968957383,0.102788261173,0.688967413398,0.181218250673,0.157063182903,79.0,83.0,2371,2490
GaryGulman1,87,88,0.228392141683,0.102886140532,0.690610437873,0.179820941535,0.157729996975,84.0,87.0,2521,2610
GaryGulman1,92,93,0.229257108172,0.103256036546,0.692370945505,0.179764855692,0.158730960749,88.0,92.0,2641,2760
GaryGulman1,103,109,0.231950094324,0.104181974476,0.697125409709,0.178405984205,0.161698304538,93.0,103.0,2791,3090
GaryGulman1,115,117,0.231204692561,0.10403747904,0.69967938431,0.178272918897,0.161769156941,109.0,115.0,3271,3450
GaryGulman1,120,122,0.230696855882,0.102307677631,0.700754298252,0.178415907091,0.161661813353,117.0,120.0,3511,3600
GaryGulman1,125,128,0.229870670111,0.101781236968,0.70065187058,0.179204683137,0.161059315004,122.0,125.0,3661,3750
GaryGulman1,130,132,0.229081443592,0.101172874331,0.70018315901,0.179931590502,0.160398968845,128.0,130.0,3841,3900
GaryGulman1,135,136,0.228977629551,0.10197610386,0.700616872786,0.180692155585,0.160425590754,132.0,135.0,3961,4050
GaryGulman1,137,139,0.229157487385,0.101999653096,0.702176629979,0.180018662865,0.160909032226,136.0,137.0,4081,4110
GaryGulman1,141,142,0.227903379019,0.101696881951,0.701518800377,0.180948431357,0.159878505051,139.0,141.0,4171,4230
GaryGulman1,147,149,0.225820953935,0.101785942771,0.702323504735,0.180888661672,0.158599363811,142.0,147.0,4261,4410
GaryGulman1,155,162,0.228374705997,0.102737632261,0.705363646989,0.181022424601,0.161087215502,149.0,155.0,4471,4650
GaryGulman1,169,175,0.226283043084,0.103515495997,0.707244296372,0.180358518082,0.160037391587,162.0,169.0,4861,5070
GaryGulman1,182,184,0.224416862807,0.102321240118,0.710096482043,0.179163000125,0.15935762479,175.0,182.0,5251,5460
GaryGulman1,186,187,0.225470070493,0.102171529871,0.711029942789,0.179528196863,0.160315971323,184.0,186.0,5521,5580
GaryGulman1,193,197,0.226223367856,0.10401475063,0.711689935984,0.17965781388,0.161000894187,187.0,193.0,5611,5790
GaryGulman1,199,210,0.225523983372,0.104938974226,0.713021421011,0.178791667657,0.160803431096,197.0,199.0,5911,5970
GaryGulman1,213,215,0.219022418734,0.102399593807,0.7050311519,0.181848068123,0.154417628172,210.0,213.0,6301,6390
GaryGulman1,217,218,0.217016421584,0.0996068566419,0.703299675198,0.182720393692,0.152627578813,215.0,217.0,6451,6510
GaryGulman1,219,220,0.217003983856,0.0999935580329,0.702718141726,0.183377418636,0.152492636283,218.0,219.0,6541,6570
GaryGulman1,223,224,0.217469763564,0.100357603617,0.704228671411,0.183187230836,0.153148442667,220.0,223.0,6601,6690
GaryGulman1,228,229,0.217306703413,0.101100992037,0.705982807485,0.181976812942,0.153414796561,224.0,228.0,6721,6840
GaryGulman1,236,238,0.222650797312,0.102569185346,0.710845948556,0.17703850512,0.158270417212,229.0,236.0,6871,7080
GaryGulman1,242,246,0.224461165352,0.102489377561,0.717657111776,0.173618582384,0.161086151632,238.0,242.0,7141,7260
GaryGulman1,251,256,0.226856627887,0.103801059376,0.725019039493,0.173089105266,0.164475374453,246.0,251.0,7381,7530
GaryGulman1,262,265,0.228429336904,0.10182829488,0.728603636403,0.172993711997,0.166434445529,256.0,262.0,7681,7860
GaryGulman1,268,273,0.224182922322,0.0993422812953,0.728909048508,0.171185298375,0.163408960601,265.0,268.0,7951,8040
GaryGulman1,280,282,0.217668656145,0.0879153584868,0.727527291367,0.175253224686,0.15835988782,273.0,280.0,8191,8400
GaryGulman1,290,298,0.220388426619,0.0854570828839,0.739521879276,0.163104630537,0.162982063424,282.0,290.0,8461,8700
GaryGulman1,302,303,0.221113764529,0.084511872913,0.73117302471,0.167838269004,0.161672420015,298.0,302.0,8941,9060
GaryGulman1,310,314,0.221273471878,0.0866268072092,0.736754970237,0.163570110232,0.163024330188,303.0,310.0,9091,9300
GaryGulman1,317,318,0.220505522659,0.0887752145889,0.738975907142,0.16235811686,0.162948268636,314.0,317.0,9421,9510
GaryGulman1,319,323,0.220566129376,0.0867219853093,0.739178663368,0.163629076916,0.163037776696,318.0,319.0,9541,9570
GaryGulman1,325,338,0.216733494274,0.0833085305297,0.741659204033,0.164180197522,0.16074239085,323.0,325.0,9691,9750
GaryGulman1,342,343,0.212132515861,0.0676611900051,0.722950085047,0.186537345429,0.153361220383,338.0,342.0,10141,10260
GaryGulman1,347,349,0.214220739085,0.073502771712,0.713141716642,0.197855286357,0.152769745612,343.0,347.0,10291,10410
GaryGulman1,358,300,0.231321723587,0.0983280389798,0.78100332934,0.17161567285,0.18066303627,349.0,358.0,10471,10740
GaryGulman1,303,306,0.220668927253,0.0843872210367,0.731360120608,0.168070846206,0.16138845325,300.0,303.0,9001,9090
GaryGulman2,9,12,0.225889843153,0.132636656199,0.619014612261,0.217388418368,0.139829113673,0,9.0,1,270
GaryGulman2,16,18,0.22753348467,0.133784158375,0.620459554428,0.217052194228,0.141175324516,12.0,16.0,361,480
GaryGulman2,20,22,0.228108537886,0.134148182981,0.62026597167,0.217594762082,0.141487963898,18.0,20.0,541,600
GaryGulman2,28,30,0.230999745118,0.135106412276,0.620107787408,0.218197762958,0.143244740837,22.0,28.0,661,840
GaryGulman2,38,40,0.232631005974,0.136365269048,0.623530964379,0.216132894415,0.1450526355,30.0,38.0,901,1140
GaryGulman2,47,48,0.235708167009,0.137002024381,0.624411650076,0.21694139693,0.147178925498,40.0,47.0,1201,1410
GaryGulman2,50,54,0.236363220978,0.136874792478,0.624155751506,0.217374936111,0.147527463818,48.0,50.0,1441,1500
GaryGulman2,56,62,0.236624248982,0.137705252098,0.623189380415,0.218556544703,0.147461719114,54.0,56.0,1621,1680
GaryGulman2,63,67,0.237073454365,0.138163311191,0.622147441522,0.219202828677,0.147494643086,62.0,63.0,1861,1890
GaryGulman2,72,74,0.235866822343,0.136728826991,0.621003506241,0.219956159711,0.146474123681,67.0,72.0,2011,2160
GaryGulman2,82,84,0.236866123246,0.136719974747,0.621185658309,0.220063719401,0.1471378387,74.0,82.0,2221,2460
GaryGulman2,87,89,0.238083959083,0.137823020471,0.619712559677,0.220735816218,0.147543619701,84.0,87.0,2521,2610
GaryGulman2,93,96,0.238752642476,0.139231356014,0.617181267649,0.221547080728,0.147353658538,89.0,93.0,2671,2790
GaryGulman2,105,115,0.238411849621,0.137922979836,0.620379008313,0.221556123961,0.147905706838,96.0,105.0,2881,3150
GaryGulman2,117,122,0.23548883691,0.136587102957,0.614741537062,0.223968481537,0.144764769563,115.0,117.0,3451,3510
GaryGulman2,123,125,0.235167368478,0.137454739968,0.611133998245,0.224194752689,0.143718774155,122.0,123.0,3661,3690
GaryGulman2,133,134,0.235345476345,0.139264336911,0.611732006395,0.226064052327,0.143968360441,125.0,133.0,3751,3990
GaryGulman2,136,139,0.235511869941,0.137865938088,0.613120573128,0.225837166586,0.144397172676,134.0,136.0,4021,4080
GaryGulman2,143,145,0.236328095648,0.138395544997,0.611416290499,0.226715583848,0.144494847582,139.0,143.0,4171,4290
GaryGulman2,153,158,0.237293484969,0.137395099016,0.614033127956,0.226631861253,0.145706060819,145.0,153.0,4351,4590
GaryGulman2,163,166,0.238913018822,0.140152178128,0.606213355435,0.228150165527,0.144832262797,158.0,163.0,4741,4890
GaryGulman2,176,177,0.234624328495,0.138190413099,0.607348686334,0.227180340299,0.142498777693,166.0,176.0,4981,5280
GaryGulman2,182,191,0.236270231093,0.140438924101,0.607595845901,0.227526416292,0.143556810922,177.0,182.0,5311,5460
GaryGulman2,193,199,0.23463692554,0.142374754889,0.595337182428,0.227717220892,0.139688086145,191.0,193.0,5731,5790
GaryGulman2,205,206,0.234782143822,0.140453979041,0.597424863141,0.229007092907,0.140264690141,199.0,205.0,5971,6150
GaryGulman2,211,212,0.237818036382,0.137621722296,0.602161596884,0.22904258588,0.143204888556,206.0,211.0,6181,6330
GaryGulman2,215,216,0.23920805378,0.138334933558,0.602532527271,0.229987985058,0.144130633187,212.0,215.0,6361,6450
GaryGulman2,224,226,0.243119106092,0.138702707384,0.618736516843,0.225178024701,0.150426668881,216.0,224.0,6481,6720
GaryGulman2,230,232,0.245989126541,0.139904745907,0.621874464801,0.226582112664,0.152974356415,226.0,230.0,6781,6900
GaryGulman2,237,239,0.24745755165,0.138841611413,0.628126210356,0.224945671883,0.155434574142,232.0,237.0,6961,7110
GaryGulman2,242,248,0.249472949406,0.134597417914,0.628805335668,0.227830399462,0.156869921692,239.0,242.0,7171,7260
GaryGulman2,250,253,0.250593242163,0.134352186725,0.617244327534,0.231060253038,0.154677257244,248.0,250.0,7441,7500
GaryGulman2,261,263,0.252051794015,0.132415774636,0.606982351703,0.235494003651,0.152990990682,253.0,261.0,7591,7830
GaryGulman2,271,272,0.249242101235,0.130346522814,0.63273059486,0.220198774989,0.157703102978,263.0,271.0,7891,8130
GaryGulman2,275,276,0.249348138064,0.128316054093,0.64348197364,0.216875412501,0.160451032005,272.0,275.0,8161,8250
GaryGulman2,279,281,0.251181368468,0.130044512441,0.650658067905,0.215614632561,0.163433183901,276.0,279.0,8281,8370
GaryGulman2,286,294,0.25410905139,0.132671902922,0.654887688114,0.217690572698,0.166412889194,281.0,286.0,8431,8580
GaryGulman2,297,300,0.259703559551,0.131638581715,0.653277362455,0.223541763152,0.169658456404,294.0,297.0,8821,8910
GaryGulman2,303,305,0.263537088894,0.131198011588,0.664467783709,0.222963018632,0.175111905383,300.0,303.0,9001,9090
